onset,offset,midi_number,pitch_name,duration,staff,measure,beat_in_measure, instrument,tie_type,mode,select_time
189.0,191.0,74,D5,2.0,0,64,1.0,oboe2,None,note,0
191.0,192.0,76,E5,1.0,0,64,3.0,oboe2,None,note,0
192.0,194.0,74,D5,2.0,0,65,1.0,oboe2,None,note,0
194.0,195.0,71,B4,1.0,0,65,3.0,oboe2,None,note,0
195.0,196.0,72,C5,1.0,0,66,1.0,oboe2,None,note,0
196.0,197.0,71,B4,1.0,0,66,2.0,oboe2,None,note,0
197.0,198.0,72,C5,1.0,0,66,3.0,oboe2,None,note,0
198.0,199.0,69,A4,1.0,0,67,1.0,oboe2,None,note,0
200.0,201.0,65,F4,1.0,0,67,3.0,oboe2,None,note,0
201.0,213.0,67,G4,12.0,0,68,1.0,oboe2,<music21.tie.Tie continue>,note,3
213.0,214.0,76,E5,1.0,0,72,1.0,oboe2,None,note,0
214.0,215.0,76,E5,1.0,0,72,2.0,oboe2,None,note,0
215.0,216.0,76,E5,1.0,0,72,3.0,oboe2,None,note,0
216.0,217.0,74,D5,1.0,0,73,1.0,oboe2,None,note,0
217.0,218.0,74,D5,1.0,0,73,2.0,oboe2,None,note,0
218.0,219.0,74,D5,1.0,0,73,3.0,oboe2,None,note,0
219.0,220.0,77,F5,1.0,0,74,1.0,oboe2,None,note,0
220.0,221.0,77,F5,1.0,0,74,2.0,oboe2,None,note,0
221.0,222.0,77,F5,1.0,0,74,3.0,oboe2,None,note,0
222.0,223.0,76,E5,1.0,0,75,1.0,oboe2,None,note,0
225.0,227.0,71,B4,2.0,0,76,1.0,oboe2,None,note,0
227.0,228.0,70,A#4,1.0,0,76,3.0,oboe2,None,note,0
228.0,229.0,69,A4,1.0,0,77,1.0,oboe2,None,note,0
229.0,230.0,66,F#4,1.0,0,77,2.0,oboe2,None,note,0
230.0,231.0,67,G4,1.0,0,77,3.0,oboe2,None,note,0
231.0,233.0,74,D5,2.0,0,78,1.0,oboe2,None,note,0
233.0,235.0,72,C5,2.0,0,78,3.0,oboe2,<music21.tie.Tie start>,note,1
235.0,236.0,69,A4,1.0,0,79,2.0,oboe2,None,note,0
236.0,237.0,71,B4,1.0,0,79,3.0,oboe2,None,note,0
237.0,239.0,77,F5,2.0,0,80,1.0,oboe2,None,note,0
239.0,240.0,76,E5,1.0,0,80,3.0,oboe2,None,note,0
240.0,241.0,75,E-5,1.0,0,81,1.0,oboe2,None,note,0
241.0,244.0,74,D5,3.0,0,81,2.0,oboe2,<music21.tie.Tie start>,note,1
244.0,246.0,72,C5,2.0,0,82,2.0,oboe2,None,note,0
246.0,247.0,71,B4,1.0,0,83,1.0,oboe2,None,note,0
253.0,254.0,79,G5,1.0,0,85,2.0,oboe2,None,note,0
254.0,255.0,79,G5,1.0,0,85,3.0,oboe2,None,note,0
